tf,target,edge_sign,is_edge,null,mask_mode,n_targets_of_tf,slope,slope_lo,slope_hi,frac_patients_neg,n,obs_coexpr
FOXA1,ETV3,0,0,real,rna_only,17,0.0007866748697049717,0.0006583008963868701,0.0009236790850182084,0.33689839572192515,748,0.14842216584866127
FOXA1,SLC2A3,0,0,real,rna_only,17,-0.0013722135679158848,-0.001454650557961243,-0.001291005493250863,0.8770053475935828,748,-0.24887284836046994
FOXA1,SERPINE1,0,0,real,rna_only,17,0.0010489152199480805,0.0009543542400560277,0.0011407553554363566,0.19385026737967914,748,0.028243314604813375
FOXA1,RAB4A,0,0,real,rna_only,17,0.0002546263224513342,0.00011776719382198759,0.0003998337805050349,0.39438502673796794,748,0.1710917121145169
FOXA1,MDFIC,0,0,real,rna_only,17,-0.0016211153840174676,-0.0016956502795505788,-0.001542724915188712,0.9331550802139037,748,-0.13980960432406678
FOXA1,CLEC2B,0,0,real,rna_only,17,-0.001331137495037374,-0.0014327808036130663,-0.0012319878571390365,0.8582887700534759,748,-0.2020456543264653
FOXA1,ZNF880,0,0,real,rna_only,17,-0.0003934878306861788,-0.0004894098842177464,-0.000286105591042213,0.6203208556149733,748,0.16460835713865907
FOXC1,CDH1,-1,1,real,rna_only,3,-0.0010876753394045405,-0.001144101431739804,-0.0010269201052142314,0.9318181818181818,748,-0.1685979882947679
FOXC1,FGF19,1,1,real,rna_only,3,0.005339445341141885,0.005228812428415004,0.005440421090282332,0.0,748,0.11832642098609837
FOXC1,TGFB1,1,1,real,rna_only,3,-0.0006954971432383714,-0.0007652348149571998,-0.0006298335283609124,0.7406417112299465,748,0.0241813883186512
FOXC1,CD55,0,0,real,rna_only,3,0.0014146273192881522,0.0013223282011713894,0.0015046664716969708,0.09491978609625669,748,0.17016879732608559
FOXC1,ARID1A,0,0,real,rna_only,3,-0.00023228695002714845,-0.0003158306701518852,-0.00015020661552415124,0.6283422459893048,748,-0.036831490569103086
FOXC1,NPEPPS,0,0,real,rna_only,3,-0.001499196249657975,-0.001577077651437483,-0.001426552465571916,0.9425133689839572,748,-0.29052330533744425
FOXM1,AR,1,1,real,rna_only,25,-0.0014122534373944453,-0.00147346660389491,-0.0013520988205666924,0.9812834224598931,748,-0.2707746699122324
FOXM1,AURKB,1,1,real,rna_only,25,0.0002897488133842375,0.00022426619908399791,0.00035464881253308346,0.3729946524064171,748,0.7826360437189097
FOXM1,BIRC5,-1,1,real,rna_only,25,0.0011456141120101753,0.0010983892819031128,0.001190752823470422,0.034759358288770054,748,0.8429298445494401
FOXM1,BRCA2,1,1,real,rna_only,25,0.002369395524401171,0.002296941281534332,0.002448837506590425,0.009358288770053475,748,0.6285652470238831
FOXM1,BUB1B,1,1,real,rna_only,25,0.0023995853975455083,0.0023102022211223864,0.0024849919897567247,0.03208556149732621,748,0.869590317099634
FOXM1,CCNB1,1,1,real,rna_only,25,0.002604779149546769,0.0025269335120741638,0.0026852872045517702,0.0066844919786096255,748,0.8205078284229056
FOXM1,CCND1,1,1,real,rna_only,25,-0.0012062106916096574,-0.001254461109210735,-0.0011583738218183235,0.9772727272727273,748,0.06872379366121013
FOXM1,CCNE2,1,1,real,rna_only,25,0.002231490047135576,0.0021530915753427836,0.002307867846720846,0.0213903743315508,748,0.6609221918894858
FOXM1,CDC6,1,1,real,rna_only,25,0.002308881764404754,0.0022444407830517826,0.002369835523913576,0.008021390374331552,748,0.786432539374046
FOXM1,CDH1,1,1,real,rna_only,25,-0.00020288256355586206,-0.0002465432323909686,-0.00016253943824202748,0.6483957219251337,748,0.19085229913071178
FOXM1,CDKN1B,-1,1,real,rna_only,25,-0.0013311777403744176,-0.0013904860609048335,-0.0012679759414529154,0.9572192513368984,748,0.02542322697057715
FOXM1,CDKN2A,-1,1,real,rna_only,25,-0.00015552544878354196,-0.00020381887236679908,-0.00010949474459542279,0.5989304812834224,748,0.25887351535627484
FOXM1,CHEK1,1,1,real,rna_only,25,0.0021993772742220606,0.002131121382512585,0.002269959760243165,0.0106951871657754,748,0.7993576212517164
FOXM1,ERBB2,1,1,real,rna_only,25,-0.0013475036079648366,-0.001390754076723405,-0.001301709123593072,0.9759358288770054,748,-0.13538569244088075
FOXM1,ESR1,1,1,real,rna_only,25,-0.0015521487482589357,-0.0016156407492276801,-0.0014923677959503474,0.9919786096256684,748,-0.21132508594974123
FOXM1,MMP2,1,1,real,rna_only,25,-0.0010305358448485812,-0.0010748905085976386,-0.0009805251390518804,0.9505347593582888,748,-0.24662923662714684
FOXM1,MMP9,1,1,real,rna_only,25,0.0008386906187644364,0.0007801346409897394,0.0008983538545573294,0.16310160427807488,748,0.2080923467406703
FOXM1,MYC,1,1,real,rna_only,25,-0.0022642841004831262,-0.0023537857784445976,-0.0021795603967532788,0.963903743315508,748,0.24516302894021147
FOXM1,PLAU,1,1,real,rna_only,25,0.0010544473243090406,0.0009954310422360653,0.0011097026413469297,0.06951871657754011,748,0.08368519080129655
FOXM1,PLK1,1,1,real,rna_only,25,0.001465330436516972,0.0014015648853670426,0.001535045654274717,0.05213903743315508,748,0.8752642125391266
FOXM1,SNAI2,1,1,real,rna_only,25,-0.0014174135563705859,-0.0014724552292663545,-0.0013626107941721957,0.9719251336898396,748,-0.1175456996556491
FOXM1,TP53,-1,1,real,rna_only,25,-0.000954983771011671,-0.0010005418917931168,-0.0009044371186108153,0.9237967914438503,748,0.11652939075478845
FOXM1,VEGFA,1,1,real,rna_only,25,0.001901865566486357,0.0018227398787324654,0.001984721284352224,0.014705882352941176,748,0.19375294452087027
FOXM1,KRT15,1,1,real,rna_only,25,-0.0010563442393898323,-0.00111116333776747,-0.00100744037277193,0.9478609625668449,748,-0.12412787828471937
FOXM1,ALDOC,1,1,real,rna_only,25,0.00012519220894604275,6.474267930118648e-05,0.00018457466119704385,0.4679144385026738,748,0.0774146338309355
FOXM1,COL1A2,0,0,real,rna_only,25,-0.0003761092424160297,-0.00042300244983897435,-0.0003302562512872818,0.7473262032085561,748,-0.1790914267802913
FOXM1,AQP1,0,0,real,rna_only,25,-0.0013040923588592116,-0.0013631196222577242,-0.0012442972612942422,0.9652406417112299,748,-0.3494841574696733
FOXM1,EZH2,0,0,real,rna_only,25,0.0011599702937379079,0.0010898410273012798,0.0012266700974250132,0.10561497326203209,748,0.7687230703779618
FOXM1,KDM2A,0,0,real,rna_only,25,0.0012306166933135597,0.0011498260215423257,0.0013134412051082228,0.11898395721925134,748,0.2639466160476396
FOXM1,FLT1,0,0,real,rna_only,25,-0.00032820216165905267,-0.0003961400626239284,-0.0002651101569462486,0.6470588235294118,748,-0.05487033169318164
FOXM1,HOXB2,0,0,real,rna_only,25,-0.0013321681702243907,-0.0014084493202375624,-0.0012532423314862127,0.9010695187165776,748,-0.27127493052161905
FOXM1,CLEC2B,0,0,real,rna_only,25,-0.0006198737186789784,-0.0006704116337965861,-0.00057140578717635,0.8636363636363636,748,-0.24169432305157404
FOXM1,SFRP1,0,0,real,rna_only,25,-0.0009312945601087115,-0.0009977274085094137,-0.0008686697125671862,0.856951871657754,748,0.031132892761357493
FOXM1,EXT1,0,0,real,rna_only,25,0.0015518276165314227,0.0014567889733795739,0.0016474351757581633,0.07754010695187166,748,0.2902245932117738
FOXM1,FGFR1,0,0,real,rna_only,25,-0.0010174134923825826,-0.001065345940017432,-0.0009699587279195286,0.9090909090909091,748,-0.08023790384572141
FOXM1,GABRP,0,0,real,rna_only,25,0.00024331952146389117,0.00016598544179199847,0.00032015938809330037,0.40106951871657753,748,0.13095277708726968
FOXM1,CD93,0,0,real,rna_only,25,-0.00048226065794254797,-0.0005310723790847026,-0.00043481465179116797,0.786096256684492,748,-0.20257615428891876
FOXM1,TMEM45B,0,0,real,rna_only,25,-0.0006434463739391832,-0.000693637166026384,-0.000599185179426366,0.8449197860962567,748,-0.30193512963583435
FOXM1,RSPO2,0,0,real,rna_only,25,-0.0008512047771032433,-0.0009126271169316015,-0.0007922074525702562,0.8743315508021391,748,0.12184818130869851
FOXM1,TMEM147,0,0,real,rna_only,25,0.0014535154522282076,0.001377317195058071,0.001529702555858025,0.07085561497326204,748,0.17824983761789295
FOXM1,SCUBE2,0,0,real,rna_only,25,-0.0013405496639709203,-0.0013938124871340873,-0.0012912449405658082,0.983957219251337,748,-0.3772862336538792
FOXM1,CA12,0,0,real,rna_only,25,-0.0011134235310798215,-0.0011743702613526581,-0.0010561683515151925,0.9385026737967914,748,-0.23406816498029248
FOXM1,CHAD,0,0,real,rna_only,25,-0.0015564165938871362,-0.001622169326175104,-0.0014921630179223553,0.9799465240641712,748,-0.39854201866391936
FOXM1,ERBB3,0,0,real,rna_only,25,-0.0006572565932902589,-0.0007073163861801455,-0.0006096731918970215,0.8235294117647058,748,-0.1153717639696371
FOXM1,ASPM,0,0,real,rna_only,25,0.002424844782741377,0.0023389858223224745,0.0025091182368294092,0.0106951871657754,748,0.8522983052964421
FOXM1,PTMS,0,0,real,rna_only,25,-0.0006694639209531738,-0.0007268727434228006,-0.0006120178331712297,0.8449197860962567,748,0.12047424413800253
FOXM1,IGFBP3,0,0,real,rna_only,25,-0.0003896128103210068,-0.00043631822740079854,-0.0003375419955661215,0.7419786096256684,748,-0.05270101240371991
FOXM1,MT1E,0,0,real,rna_only,25,-0.0015430856647373323,-0.0016322261114600008,-0.0014523152217429558,0.9251336898395722,748,-0.051227880121959175
FOXM1,SEZ6L2,0,0,real,rna_only,25,0.0004258328991893964,0.0003686135151500712,0.0004788975678656156,0.2914438502673797,748,-0.05855868917047203
FOXM1,CDKN3,0,0,real,rna_only,25,0.0027633331523902725,0.002688042609206376,0.0028395782386331702,0.00267379679144385,748,0.7757706790947329
GATA3,AURKA,1,1,real,rna_only,21,-0.0006477759843492982,-0.0007265469062201456,-0.0005732215470715343,0.7352941176470589,748,-0.20055374250085556
GATA3,BIRC5,1,1,real,rna_only,21,-0.0010032545194136064,-0.0010784318169754065,-0.0009245449546106174,0.856951871657754,748,-0.22181349590198393
GATA3,CCND1,1,1,real,rna_only,21,0.03695716815199637,0.03621636719976941,0.03767643630273334,0.0,748,0.6020585056862106
GATA3,CDH1,1,1,real,rna_only,21,0.019807182050786527,0.019403486645393694,0.02022785691787931,0.0,748,0.1883977511324723
GATA3,CDH3,-1,1,real,rna_only,21,-0.004019037588315213,-0.004156453417988247,-0.0038948971561489063,0.9919786096256684,748,-0.4863453155775827
GATA3,CDKN2A,1,1,real,rna_only,21,-0.00092880532187833,-0.0010375173125580389,-0.0008265223978313491,0.7205882352941176,748,-0.2582498841994121
GATA3,EGFR,1,1,real,rna_only,21,-0.0024287397374354192,-0.0025144846112404697,-0.0023442971496925816,0.9812834224598931,748,-0.5422788843003931
GATA3,ERBB2,1,1,real,rna_only,21,0.0069362348836220795,0.006741789580748621,0.00714568244411615,0.00267379679144385,748,0.34949912241155273
GATA3,ESR1,1,1,real,rna_only,21,0.03647982420486111,0.03569475409504874,0.03733324465691008,0.0,748,0.7445501503669303
GATA3,FGF4,1,1,real,rna_only,21,-0.0026687643380749328,-0.0027421550838384228,-0.0025927433558794086,0.9986631016042781,748,-0.045011649252341975
GATA3,FGFR1,1,1,real,rna_only,21,-0.0017745516353839623,-0.001859225263154432,-0.0016924244536777116,0.9411764705882353,748,0.1607568619365118
GATA3,FOXA1,1,1,real,rna_only,21,0.04047904752004799,0.0396517690896721,0.04128805204782591,0.0,748,0.816018878710547
GATA3,FOXC1,-1,1,real,rna_only,21,-0.002080493182883515,-0.002202197380053499,-0.001965355057097719,0.8877005347593583,748,-0.5772809601508628
GATA3,GREB1,1,1,real,rna_only,21,0.04856923700023091,0.047590308476097506,0.049621087841113944,0.0,748,0.5923864668242951
GATA3,LMO1,1,1,real,rna_only,21,0.000590065682374121,0.00048599893998497144,0.0006893762339814615,0.27941176470588236,748,-0.2398889126194813
GATA3,LOX,-1,1,real,rna_only,21,-0.0027641674825745685,-0.0028674824366172933,-0.0026555591422247698,0.9598930481283422,748,-0.15828750669691113
GATA3,MYC,1,1,real,rna_only,21,-0.0003780179045290921,-0.0004875122935078703,-0.00026564539126191074,0.5494652406417112,748,-0.12882994964371597
GATA3,NCOA3,1,1,real,rna_only,21,0.0013593100226955716,0.0012803481770760293,0.0014372031700215513,0.09893048128342247,748,0.17765625663517393
GATA3,ZEB1,1,1,real,rna_only,21,0.0015649662434443874,0.0014654008520882497,0.0016667662375619468,0.0748663101604278,748,0.11042162409589235
GATA3,MUC1,1,1,real,rna_only,21,0.006399031859696403,0.006255880884124579,0.006542466077485634,0.0,748,0.3583125115212784
GATA3,CD4,1,1,real,rna_only,21,0.0006932419726837579,0.000603287187025179,0.0007818386707350749,0.27941176470588236,748,-0.21792454022428678
GATA3,GMFG,0,0,real,rna_only,21,-0.0017668860235688095,-0.0018694349713005132,-0.0016604780991727312,0.8970588235294118,748,-0.2700972332824385
GATA3,KCTD3,0,0,real,rna_only,21,0.010903433183624796,0.010657511582625484,0.01116768282800917,0.0,748,0.6188191217566552
GATA3,MAL2,0,0,real,rna_only,21,0.0015994962336787703,0.001506006105503304,0.0016919869876719038,0.0748663101604278,748,0.17932137078762062
GATA3,MCM2,0,0,real,rna_only,21,0.0012700832937180063,0.0011620079514487744,0.0013809021227244368,0.19786096256684493,748,-0.04467355725494382
GATA3,SYCP2,0,0,real,rna_only,21,0.007783786934524869,0.007598444283231239,0.007967806730946277,0.0,748,0.2964263922344125
GATA3,C6orf62,0,0,real,rna_only,21,0.0025950689399581728,0.0025107536596140636,0.0026885862637302097,0.026737967914438502,748,0.08469811709155807
GATA3,CD40,0,0,real,rna_only,21,-0.0011644498160799535,-0.0012930427928512862,-0.001045170472502175,0.7459893048128342,748,-0.3665091725147834
GATA3,TMEM45B,0,0,real,rna_only,21,0.005170505009956803,0.004982047768031853,0.005359114932370291,0.004010695187165776,748,0.24518794425468948
GATA3,ELMO3,0,0,real,rna_only,21,0.005092049319481348,0.004909142882955583,0.005281347285121108,0.0066844919786096255,748,0.3515349819488861
GATA3,MRPL36,0,0,real,rna_only,21,-0.0010810940886462515,-0.0011911415754391574,-0.0009617139224190036,0.7647058823529411,748,-0.017700497197374203
GATA3,TSPYL5,0,0,real,rna_only,21,-0.0033259256610915777,-0.003431137479511139,-0.0032236785434457053,0.9986631016042781,748,-0.29357685694891733
GATA3,CDKN1B,0,0,real,rna_only,21,0.03646483596820225,0.035621581828719086,0.03734738758579955,0.0,748,0.4381175057569475
GATA3,PI4KB,0,0,real,rna_only,21,0.0037465101020799107,0.0035871688983197285,0.003892333340477702,0.04411764705882353,748,0.2099326100730288
GATA3,S100A6,0,0,real,rna_only,21,-0.0027607431145527683,-0.002877678180001586,-0.0026426320166255276,0.9719251336898396,748,-0.33592565502724003
GATA3,SCNN1A,0,0,real,rna_only,21,0.005104835710650949,0.004942081127495882,0.005271080784499021,0.00267379679144385,748,0.49631096872729696
GATA3,LGALS3BP,0,0,real,rna_only,21,0.0028802285082937078,0.002771924213413314,0.00298811995108494,0.014705882352941176,748,0.1228698663341026
GATA3,FGFR4,0,0,real,rna_only,21,-0.002116629607587847,-0.0022171341279555194,-0.0020152000438768726,0.9585561497326203,748,-0.12405073285044345
GATA3,NMU,0,0,real,rna_only,21,-0.003506259456959199,-0.0036385747295322496,-0.0033594171235509247,0.9919786096256684,748,-0.252359080322628
GATA3,CENPF,0,0,real,rna_only,21,0.0004869209472156397,0.00038604076379833706,0.0005890205006136714,0.356951871657754,748,-0.0985520944720028
GATA3,ELOVL2,0,0,real,rna_only,21,0.007360567903700625,0.0071904295683124985,0.00752328328641983,0.0,748,0.47965231480601367
GATA3,AKR1B1,0,0,real,rna_only,21,-0.0026163811075755137,-0.002726094824702516,-0.002509242602848736,0.9759358288770054,748,-0.39222051740514813
HOXB13,AR,-1,1,real,rna_only,5,-0.0013073709512829987,-0.0013529520138264785,-0.0012623215084735704,0.9852941176470589,748,-0.1670350502821396
HOXB13,CCND1,-1,1,real,rna_only,5,-0.0011231598280346986,-0.0011653243176256844,-0.0010851271821793124,0.9866310160427807,748,-0.24138145303727576
HOXB13,DNMT3B,1,1,real,rna_only,5,0.0012405774000378024,0.0011846740488166325,0.0012970388879162806,0.02807486631016043,748,0.16573554528800402
HOXB13,ESR1,1,1,real,rna_only,5,-0.0013604405929986876,-0.0014062822254606194,-0.001319993765997317,0.9919786096256684,748,-0.20532300112203083
HOXB13,MYC,-1,1,real,rna_only,5,-1.9273123581048647e-05,-7.587957758922942e-05,3.5942348237804914e-05,0.5026737967914439,748,-0.05911058814573052
HOXB13,PRKAR1A,0,0,real,rna_only,5,-0.0003263821764791024,-0.0003777516858238037,-0.0002759474607283303,0.7379679144385026,748,-0.1444850781668523
HOXB13,EXO1,0,0,real,rna_only,5,-0.0014366263547769475,-0.0014886012162125888,-0.0013844868180146117,0.9732620320855615,748,0.18194960134579374
HOXB13,HTATIP2,0,0,real,rna_only,5,0.0009589640324878877,0.0009186923321678494,0.0009984104982409187,0.03609625668449198,748,0.14450001943449692
HOXB13,PPP1R1B,0,0,real,rna_only,5,0.0048656360078154805,0.004691156194791855,0.005052279764167972,0.0066844919786096255,748,0.043440637479085796
HOXB13,C1orf115,0,0,real,rna_only,5,-0.0013213167252158508,-0.0013743292429136231,-0.001270468191706673,0.9786096256684492,748,0.00047502827132394113
HTATIP2,CCND1,-1,1,real,rna_only,7,-0.0011198624519053533,-0.0011584720552986916,-0.0010832582648215578,0.9933155080213903,748,0.02047334580104472
HTATIP2,CDH1,1,1,real,rna_only,7,-0.0005591160297782265,-0.00059420267006286,-0.0005261747225645504,0.9224598930481284,748,0.271005270806565
HTATIP2,ESR1,1,1,real,rna_only,7,-0.0014379408833472824,-0.0014812352513452844,-0.001395963762243322,0.9986631016042781,748,-0.17125406017091505
HTATIP2,MMP2,-1,1,real,rna_only,7,-0.0013180282333809328,-0.0013529840947287368,-0.0012806102495801128,0.9959893048128342,748,-0.23564226849495465
HTATIP2,MYC,1,1,real,rna_only,7,-0.0015910476379332249,-0.0016442888744605821,-0.0015406308201261602,0.9919786096256684,748,0.15372551657548708
HTATIP2,TGFB1,1,1,real,rna_only,7,-0.0009464008763927215,-0.0009819515744421742,-0.0009089530988512549,0.9732620320855615,748,-0.12976557372020783
HTATIP2,VEGFA,-1,1,real,rna_only,7,0.0009585460184354498,0.0009001160568454764,0.0010213057433017204,0.10160427807486631,748,0.11319708196715951
HTATIP2,KDM2A,0,0,real,rna_only,7,0.0033136369392388707,0.0032037409801198413,0.0034249889710492682,0.001336898395721925,748,0.08867940006457795
HTATIP2,SDCBP,0,0,real,rna_only,7,0.0014616946831724064,0.0013918751551862643,0.0015401601859809557,0.0374331550802139,748,0.25033511167823014
HTATIP2,PPP1R1B,0,0,real,rna_only,7,-0.0006054663136701049,-0.000681105560682044,-0.0005323690153536362,0.7780748663101604,748,-0.1487398083369655
HTATIP2,KAT2A,0,0,real,rna_only,7,-0.00037731347662029927,-0.0004268896861629377,-0.0003285933496329257,0.7219251336898396,748,-0.014213884876303654
HTATIP2,CYB5R1,0,0,real,rna_only,7,-0.00044266407883522,-0.0004834726969796572,-0.00039818109592934287,0.8061497326203209,748,-0.10807843088566564
HTATIP2,TSPAN14,0,0,real,rna_only,7,0.003711038279063243,0.0035742785826735463,0.0038409053419483,0.0053475935828877,748,0.029815584708051773
HTATIP2,THRSP,0,0,real,rna_only,7,-0.0009280669855687653,-0.0009714672032518752,-0.0008845021831709647,0.9532085561497327,748,-0.2529202532300184
MYBL2,AR,1,1,real,rna_only,20,-0.003257162539361446,-0.003337333485416267,-0.0031722386474654736,1.0,748,-0.3878426048175611
MYBL2,BCL2,1,1,real,rna_only,20,-0.0018054688609173643,-0.0018861541238876138,-0.0017343093350562055,0.9732620320855615,748,-0.41891462422477777
MYBL2,BIRC5,1,1,real,rna_only,20,0.022587224057628218,0.022117598987316862,0.023047132990358286,0.0,748,0.8644739427887242
MYBL2,CCNB1,1,1,real,rna_only,20,0.012016183643729665,0.01173732253080695,0.012314002450930958,0.0,748,0.7715076949094608
MYBL2,CCNB2,-1,1,real,rna_only,20,0.009041266074012334,0.008826725326274909,0.009242906325778745,0.0,748,0.8326203700678407
MYBL2,CCND1,1,1,real,rna_only,20,-0.00028437017151876777,-0.0003396657280438822,-0.00023414934720759442,0.6510695187165776,748,-0.13404128976787308
MYBL2,CDKN2A,1,1,real,rna_only,20,0.015904838624020205,0.015529276447536865,0.016273013837520348,0.0,748,0.3194535442256246
